interaction_id,session_id,user_id,timestamp_utc,split,channel,use_case,country_code,region,account_tier,segment,instruction_template,model_provider,model_name,temperature,top_p,max_tokens,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,response_quality_score,is_failure,failure_type,hallucination_flag,toxicity_flag,safety_block_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag,tool_calls_count,tools_used,user_feedback_score,user_feedback_label,user_reported_issue,retry_index,repair_strategy,final_resolution_state,business_impact_tag,request_text,response_text_snippet,tokens_per_second,date_utc,hour_of_day_utc,day_of_week,is_weekend,is_peak_hour,prompt_to_completion_ratio,request_text_template,instruction_text,user_feedback_observed,prompt_id,response_text_snippet_len_chars,response_text_snippet_is_truncated
INT003443,S01266,U00107,2025-02-27 18:00:20+00:00,train,web_app,content_writing,US,AMER,enterprise,enterprise_team,general_assistant,google,gemini-1.5-pro,0.881,0.877,2048,1464,48,1512,690,0.48384,1.0,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,Context for you: Rewrite this paragraph in a clearer and more professional tone. Can you walk me through a good solution?,"Below is a decision-focused breakdown. Goal: handle prompt injection reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Add telemetry fields for...",2191.304347826087,2025-02-27,18,3,False,True,30.5,Rewrite this paragraph in a clearer and more professional tone.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",False,a1c74d04f735d164fdc621e3ce3d5bfea1026243,247,True
INT003444,S00726,U00065,2025-04-19 10:23:41+00:00,test,web_app,customer_support,GB,EMEA,enterprise,individual,analytics_helper,meta,llama-3.1-8b,0.392,0.901,768,1382,530,1912,1818,0.1147199999999999,1.0,False,none,False,False,False,False,False,False,1,email_send,2.0,positive,False,0,none,auto_resolved,medium,"I'm stuck on this and need some guidance: Our customer is getting an error when trying to log in to their account. Can you help me debug this? A short, clear answer would be ideal.","Here's the clean way to approach it. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating....",1051.7051705170518,2025-04-19,10,5,True,True,2.6075,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,598eba0ae15195966a9835b68c542f0b34fb88e4,217,True
INT003445,S00638,U00104,2025-03-04 17:51:31+00:00,train,api,data_analysis,BR,AMER,enterprise,individual,creative_writer,meta,llama-3.1-8b,0.272,0.924,1024,1672,666,2338,1285,0.14028,0.411,True,latency_timeout,False,False,False,False,False,True,0,none,-1.0,negative,True,0,regenerate_with_lower_temp,auto_resolved,low,I'm working on something and need help: Can you suggest a few plots to explore churn risk in this dataset of subscriptions? Please explain step by step.,Here are the guardrails I'd put in place. Signal: latency_timeout while working on latency p95. Quick diagnosis: Reduce payload size and enable caching for repeated queries. Recommended actions: - Log...,1819.455252918288,2025-03-04,17,1,False,True,2.5105,Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,814335a175319858ca540d38bfcac020ec643c3f,203,True
INT003446,S01399,U00149,2025-03-24 20:15:43+00:00,train,internal_tool,content_writing,CA,AMER,pro,team,creative_writer,local,custom-local-8b,0.572,0.801,768,1451,768,2219,926,0.00888,0.478,True,latency_timeout,False,False,False,False,False,True,0,none,0.0,neutral,False,1,regenerate_with_lower_temp,escalated_to_human,low,I'm working on something and need help: Follow-up: the previous reply did not fully solve the issue. Draft a friendly email announcing a small price increase to our existing customers. Please explain step by step.,Here are the guardrails I'd put in place. Signal: latency_timeout while working on observability metrics. Quick diagnosis: Look for long-running tool calls or network stalls; add per-step...,2396.328293736501,2025-03-24,20,0,False,False,1.8893,Follow-up: the previous reply did not fully solve the issue. Draft a friendly email announcing a small price increase to our existing customers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,469eb15f8b08d9b4130e14a6c3888f14e335a854,190,True
INT003447,S00028,U00372,2025-03-17 14:01:33+00:00,train,api,customer_support,GB,EMEA,free,enterprise_team,code_assistant_secure,meta,llama-3.1-8b,0.438,0.987,256,1154,256,1410,508,0.0846,0.657,False,none,False,False,False,False,False,False,3,email_send|http_request|knowledge_lookup,,no_feedback,False,0,none,abandoned,low,Can you help me debug this? A user says they were double charged this month. Help me draft a clear explanation and next steps. Please explain step by step.,"Here are the guardrails I'd put in place. Goal: handle unexpected charge reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Add...",2775.5905511811025,2025-03-17,14,0,False,True,4.5078,A user says they were double charged this month. Help me draft a clear explanation and next steps.,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,1a8e13c1d6c8047debb9a230bf3ae08524ccb884,231,True
INT003448,S01102,U00385,2025-02-21 08:50:32+00:00,train,internal_tool,coding_assistant,EG,EMEA,free,team,code_assistant_secure,local,custom-local-8b,0.202,0.915,1536,134,241,375,1078,0.00152,0.51,True,formatting_error,False,False,False,True,False,False,0,none,0.0,neutral,True,0,regenerate_with_lower_temp,auto_resolved,critical,Can you help me debug this? I'm getting a Go error: `NullPointerException`. Can you explain what it means and how to fix it?,Below is a practical plan you can execute. Signal: formatting_error while working on JSON schema validation. Quick diagnosis: Use constrained generation (schema-first prompt) and add unit tests for formatting....,347.8664192949907,2025-02-21,8,4,False,False,0.556,I'm getting a Go error: `NullPointerException`. Can you explain what it means and how to fix it?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,52eadb52b3319d2dab569ce8fb653a0bee56a90f,212,True
INT003449,S01492,U00327,2025-03-23 23:25:51+00:00,train,api,internal_qa,DE,EMEA,free,individual,support_strict,meta,llama-3.1-8b,0.442,0.859,1024,213,138,351,1370,0.02104,0.572,True,tool_error,False,False,False,False,True,False,1,tool_invocation_failed,,no_feedback,False,2,manual_post_edit,auto_resolved,low,I'm stuck on this and need some guidance: Follow-up: the previous reply did not fully solve the issue. Summarise this internal security policy into three bullet points for non-technical employees. Can you walk me through a good solution?,This is a common pattern; the fix is straightforward. Signal: tool_error while working on errors. Quick diagnosis: Validate tool arguments before calling the tool; reject invalid calls early. Recommended...,256.2043795620437,2025-03-23,23,6,True,False,1.5435,Follow-up: the previous reply did not fully solve the issue. Summarise this internal security policy into three bullet points for non-technical employees.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,4e3bb3b7c597daf93de3f611632f4c56cefdec0e,206,True
INT003450,S00931,U00369,2025-02-25 10:59:23+00:00,train,api,customer_support,AE,EMEA,enterprise,team,analytics_helper,meta,llama-3.1-8b,0.556,0.908,512,1410,260,1670,717,0.1002,0.609,True,formatting_error,False,False,False,True,False,False,3,code_run|http_request|sql_query,-1.0,negative,False,0,regenerate_with_lower_temp,escalated_to_human,low,Can you help me debug this? Our customer is getting an error when trying to log in to their account. Can you help me debug this?,We can make this robust with a few changes. Signal: formatting_error while working on billing dispute. Quick diagnosis: Use constrained generation (schema-first prompt) and add unit tests for formatting....,2329.1492329149232,2025-02-25,10,1,False,True,5.4231,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,598eba0ae15195966a9835b68c542f0b34fb88e4,206,True
INT003451,S01114,U00193,2025-02-05 04:21:58+00:00,val,api,content_writing,IN,APAC,free,individual,general_assistant,openai,gpt-4.1,0.872,0.827,768,58,768,826,3160,0.3304,0.272,True,safety_block,False,False,True,False,False,False,0,none,,no_feedback,False,0,enable_tools,abandoned,low,Can you help me debug this? Draft a friendly email announcing a small price increase to our existing customers. Can you walk me through a good solution?,We can make this robust with a few changes. Signal: safety_block while working on evaluation for LLM systems. Quick diagnosis: Log the trigger category to tune your safety policy. Recommended...,261.3924050632911,2025-02-05,4,2,False,False,0.0755,Draft a friendly email announcing a small price increase to our existing customers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",False,a1c74d04f735d164fdc621e3ce3d5bfea1026243,194,True
INT003452,S00949,U00246,2025-03-22 10:32:12+00:00,train,mobile_app,data_analysis,IN,APAC,free,individual,code_assistant_secure,anthropic,claude-3.5-sonnet,0.291,0.847,768,336,619,955,894,0.3056,0.858,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,escalated_to_human,medium,I'm stuck on this and need some guidance: Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"Below is a decision-focused breakdown. Goal: handle cost per request reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use...",1068.2326621923935,2025-03-22,10,5,True,True,0.5428,Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,4e275efe35fdc513983e7d3f3ad32b50cc391969,231,True
INT003453,S00246,U00031,2025-04-07 02:59:33+00:00,train,web_app,internal_qa,US,AMER,pro,team,support_strict,openai,gpt-4.1,0.56,0.983,2048,1006,995,2001,1132,0.8004,0.831,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,Check this draft announcement for any confusing or inconsistent statements. Can you walk me through a good solution?,"I'll keep this concrete and measurable. Goal: handle token spikes reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Start by writing a small...",1767.6678445229684,2025-04-07,2,0,False,False,1.0111,Check this draft announcement for any confusing or inconsistent statements.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,4e3bb3b7c597daf93de3f611632f4c56cefdec0e,245,True
INT003454,S01224,U00100,2025-04-03 21:24:23+00:00,train,web_app,internal_qa,US,AMER,free,enterprise_team,creative_writer,meta,llama-3.1-70b,0.216,0.91,1536,921,68,989,1085,0.1977999999999999,0.534,True,safety_block,False,False,True,False,False,False,0,none,,no_feedback,False,0,regenerate_with_lower_temp,abandoned,low,"I'm working on something and need help: Explain our refund policy in simple language that a new support agent can remember. I'd like a practical, engineering-focused answer.",I'll keep this concrete and measurable. Signal: safety_block while working on provider degradation. Quick diagnosis: Log the trigger category to tune your safety policy. Recommended actions: - Set...,911.520737327189,2025-04-03,21,3,False,False,13.5441,Explain our refund policy in simple language that a new support agent can remember.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,3ee501c0eea07616af572d79e74d4f247c4b4851,199,True
INT003455,S00509,U00331,2025-03-26 14:37:01+00:00,train,web_app,customer_support,FR,EMEA,free,individual,internal_policy_qa,meta,llama-3.1-70b,0.316,0.857,1536,1125,238,1363,1383,0.2726,0.651,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,high,"Quick question: Our customer is getting an error when trying to log in to their account. Can you help me debug this? A short, clear answer would be ideal.","Here's what I'd implement in production. Goal: handle missing feature reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Start by writing...",985.5386840202458,2025-03-26,14,2,False,True,4.7269,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,03bf57d7adc83026d525c8192379aa203b71e1eb,245,True
INT003456,S00435,U00365,2025-02-12 22:52:34+00:00,test,slack,coding_assistant,BR,AMER,free,individual,analytics_helper,meta,llama-3.1-70b,0.239,0.903,1536,331,451,782,920,0.1564,0.538,True,latency_timeout,False,False,False,False,False,True,0,none,-1.0,negative,False,0,add_constraints_to_prompt,auto_resolved,high,Context for you: Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"Here's what I'd implement in production. Signal: latency_timeout while working on rate limiting. Quick diagnosis: Focus on tail latency: check p95/p99, provider health, and any synchronous tool calls....",850.0,2025-02-12,22,2,False,False,0.7339,Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,54f94ac4f6df7ccc4808605ae4fb839b7a1fbfb2,203,True
INT003457,S00293,U00181,2025-04-23 23:12:34+00:00,train,web_app,internal_qa,BR,AMER,enterprise,individual,creative_writer,mistral,mistral-large,0.342,0.892,2048,884,749,1633,999,0.19596,0.77,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,high,I'm working on something and need help: Check this draft announcement for any confusing or inconsistent statements. Please explain step by step.,"Below is a decision-focused breakdown. Goal: handle token spikes reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Start by writing a small...",1634.6346346346347,2025-04-23,23,2,False,False,1.1802,Check this draft announcement for any confusing or inconsistent statements.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",True,3ee501c0eea07616af572d79e74d4f247c4b4851,243,True
INT003458,S01067,U00096,2025-02-19 15:21:13+00:00,train,web_app,content_writing,CA,AMER,pro,individual,support_strict,local,custom-local-8b,1.002,0.954,512,1311,273,1584,1434,0.0063199999999999,0.587,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,critical,"Quick question: Turn these bullet points into a short, engaging blog introduction about learning machine learning. A short, clear answer would be ideal.","This is a common pattern; the fix is straightforward. Goal: handle LLM reliability reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Start by...",1104.602510460251,2025-02-19,15,2,False,True,4.8022,"Turn these bullet points into a short, engaging blog introduction about learning machine learning.","You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",False,75b7366387b6cf4f5631ec9dd298a359e5bb9c1d,245,True
INT003459,S00550,U00241,2025-02-07 23:41:35+00:00,train,web_app,content_writing,US,AMER,enterprise,enterprise_team,analytics_helper,local,custom-local-8b,0.896,0.851,768,444,539,983,1174,0.00392,0.96,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,low,"I'm working on something and need help: Write a concise product description for a new wireless mouse aimed at software developers. A short, clear answer would be ideal.","Let's turn this into a reliable workflow. Goal: handle observability metrics reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for observability metrics and add tests before...",837.3083475298126,2025-02-07,23,4,False,False,0.8237,Write a concise product description for a new wireless mouse aimed at software developers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",False,9716fa3b2c6fe39ac0f75ddaad781dfa757a0de9,240,True
INT003460,S01229,U00053,2025-03-17 03:30:38+00:00,train,slack,internal_qa,DE,EMEA,pro,individual,support_strict,google,gemini-1.5-pro,0.883,0.931,1536,662,332,994,878,0.31808,0.5,True,tool_error,False,False,False,False,True,False,1,tool_invocation_failed,,no_feedback,True,1,add_constraints_to_prompt,auto_resolved,high,Context for you: Follow-up: the previous reply did not fully solve the issue. Explain our refund policy in simple language that a new support agent can remember.,This is a common pattern; the fix is straightforward. Signal: tool_error while working on tool failures. Quick diagnosis: Validate tool arguments before calling the tool; reject invalid calls early. Recommended...,1132.1184510250569,2025-03-17,3,0,False,False,1.994,Follow-up: the previous reply did not fully solve the issue. Explain our refund policy in simple language that a new support agent can remember.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,4e3bb3b7c597daf93de3f611632f4c56cefdec0e,213,True
INT003461,S01063,U00298,2025-02-14 19:25:54+00:00,train,mobile_app,data_analysis,FR,EMEA,free,enterprise_team,support_strict,anthropic,claude-3.5-sonnet,0.312,0.928,512,86,318,404,844,0.12928,0.603,True,safety_block,False,False,True,False,False,False,0,none,,no_feedback,False,2,switch_model_family,abandoned,high,"I'm stuck on this and need some guidance: Follow-up: the previous reply did not fully solve the issue. I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user. A short, clear answer would be ideal.",I'll keep this concrete and measurable. Let's stabilize it. Signal: safety_block while working on token usage. Quick diagnosis: Route to a safe-help template and suggest benign resources or best practices. Recommended actions: - Set...,478.6729857819905,2025-02-14,19,4,False,False,0.2704,"Follow-up: the previous reply did not fully solve the issue. I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user.","You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,a15ac130f4f428f0efac738d5c68655674fccc6e,235,True
INT003462,S00963,U00102,2025-03-18 08:04:20+00:00,train,mobile_app,content_writing,IN,APAC,free,individual,code_assistant_secure,mistral,mistral-large,1.043,0.92,2048,955,391,1346,1064,0.16152,0.561,True,hallucination,True,False,False,False,False,False,0,none,-2.0,negative,False,0,manual_post_edit,escalated_to_human,high,"Context for you: Draft a friendly email announcing a small price increase to our existing customers. A short, clear answer would be ideal.","Let's break this down into actionable steps. Signal: hallucination while working on LLM reliability. Quick diagnosis: Add grounding: retrieve evidence, require citations, and verify key facts....",1265.0375939849623,2025-03-18,8,1,False,False,2.4425,Draft a friendly email announcing a small price increase to our existing customers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,20f1dad1d39f7b8df6faaa166fe78024f8d03fd6,195,True
INT003463,S00273,U00261,2025-04-02 19:27:35+00:00,train,api,data_analysis,BR,AMER,free,team,code_assistant_secure,local,custom-local-8b,0.385,0.893,2048,170,57,227,775,0.00092,0.473,True,tool_error,False,False,False,False,True,False,1,tool_invocation_failed,,no_feedback,True,0,enable_tools,abandoned,medium,I'm working on something and need help: I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type. Please explain step by step.,Here's the clean way to approach it. Signal: tool_error while working on latency p95. Quick diagnosis: Implement a fallback path when the tool is degraded. Recommended actions: - Implement...,292.9032258064516,2025-04-02,19,2,False,False,2.9825,I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,4e275efe35fdc513983e7d3f3ad32b50cc391969,191,True
INT003464,S00446,U00358,2025-02-19 08:42:18+00:00,val,internal_tool,internal_qa,FR,EMEA,pro,individual,code_assistant_secure,google,gemini-1.5-pro,0.293,0.889,768,763,62,825,1035,0.264,1.0,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,abandoned,low,Can you help me debug this? Turn this long internal announcement into a short FAQ-style document. Please explain step by step.,"Here's a clear, step-by-step answer. Goal: handle errors reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer simple...",797.1014492753624,2025-02-19,8,2,False,False,12.3065,Turn this long internal announcement into a short FAQ-style document.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,aa53b49d0d254b7716206a79226e020b55eab93b,225,True
INT003465,S00558,U00340,2025-03-13 07:24:54+00:00,test,mobile_app,coding_assistant,IN,APAC,free,team,analytics_helper,openai,gpt-4o-mini,0.274,0.913,1024,539,421,960,1108,0.0192,0.703,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,low,I'm working on something and need help: Write a small example that shows how to handle exceptions properly in JavaScript.,"Here are the guardrails I'd put in place. Goal: handle async I/O pitfalls reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer...",866.4259927797833,2025-03-13,7,3,False,False,1.2803,Write a small example that shows how to handle exceptions properly in JavaScript.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,54f94ac4f6df7ccc4808605ae4fb839b7a1fbfb2,235,True
INT003466,S00880,U00345,2025-03-17 19:01:09+00:00,train,api,brainstorming,EG,EMEA,free,individual,code_assistant_secure,meta,llama-3.1-70b,0.536,0.966,1024,89,359,448,1112,0.0895999999999999,0.98,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,high,Context for you: Give me ten creative ideas for a YouTube series about learning data science from scratch.,"Below is a decision-focused breakdown. Goal: handle cost optimization reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions...",402.87769784172656,2025-03-17,19,0,False,False,0.2479,Give me ten creative ideas for a YouTube series about learning data science from scratch.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",False,9886b059d7fa547dc6fd91d4a5c80abdb317022d,217,True
INT003467,S00673,U00299,2025-03-05 16:15:47+00:00,train,api,coding_assistant,US,AMER,free,individual,general_assistant,openai,gpt-4o-mini,0.181,0.89,768,800,135,935,1051,0.01872,0.703,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,"Can you refactor this function to be more readable and efficient while keeping the same behaviour? A short, clear answer would be ideal.","Let's turn this into a reliable workflow. Goal: handle FastAPI endpoint design reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for FastAPI endpoint design and add...",889.628924833492,2025-03-05,16,2,False,True,5.9259,Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,3ddc6acb5986d68a027a4c760a5adfbe894b8deb,231,True
INT003468,S00104,U00216,2025-04-23 08:22:46+00:00,train,web_app,data_analysis,IN,APAC,enterprise,team,internal_policy_qa,meta,llama-3.1-70b,0.391,0.875,512,1140,512,1652,2254,0.3304,0.919,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,escalated_to_human,low,Quick question: Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"I'll keep this concrete and measurable. Goal: handle cost per request reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from...",732.9192546583851,2025-04-23,8,2,False,False,2.2266,Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,62646e5a7026d4f68ab1867a730451326aa3b664,209,True
INT003469,S00603,U00045,2025-02-07 18:12:00+00:00,train,web_app,internal_qa,BR,AMER,enterprise,individual,support_strict,mistral,mistral-large,0.727,0.956,1024,1186,719,1905,1647,0.2285999999999999,1.0,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,low,"Context for you: Check this draft announcement for any confusing or inconsistent statements. A short, clear answer would be ideal.","We can make this robust with a few changes. Goal: handle tool failures reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema...",1156.6484517304189,2025-02-07,18,4,False,True,1.6495,Check this draft announcement for any confusing or inconsistent statements.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",True,4e3bb3b7c597daf93de3f611632f4c56cefdec0e,240,True
INT003470,S00901,U00178,2025-03-28 19:40:31+00:00,train,internal_tool,coding_assistant,EG,EMEA,pro,individual,analytics_helper,openai,gpt-4o-mini,0.406,0.944,768,707,768,1475,755,0.02952,0.561,True,tool_error,False,False,False,False,True,False,1,workflow_orchestrator,,no_feedback,False,0,regenerate_with_lower_temp,escalated_to_human,low,I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet. Can you walk me through a good solution?,Below is a practical plan you can execute. Let's stabilize it. Signal: tool_error while working on unit test mocking. Quick diagnosis: Implement a fallback path when the tool is degraded. Recommended actions: - Add timeouts and circuit...,1953.64238410596,2025-03-28,19,4,False,False,0.9206,I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,54f94ac4f6df7ccc4808605ae4fb839b7a1fbfb2,238,True
INT003471,S01346,U00129,2025-04-30 09:57:00+00:00,test,web_app,brainstorming,FR,EMEA,free,individual,analytics_helper,openai,gpt-4o-mini,0.378,0.954,768,1323,494,1817,941,0.0363599999999999,0.936,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,medium,"I'm working on something and need help: I need naming ideas for an internal tool that tracks experiments and model runs. I'd like a practical, engineering-focused answer.","Here's a clear, step-by-step answer. Goal: handle customer support automation reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Start by...",1930.9245483528164,2025-04-30,9,2,False,True,2.6781,I need naming ideas for an internal tool that tracks experiments and model runs.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,2df52d847c72d1f6b37061123acb53282123086b,241,True
INT003472,S01370,U00095,2025-02-09 02:01:05+00:00,train,api,coding_assistant,IN,APAC,free,individual,support_strict,google,gemini-1.5-pro,0.391,0.969,1024,89,125,214,922,0.06848,0.98,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,high,Quick question: I'm getting a Python error: `NullPointerException`. Can you explain what it means and how to fix it?,"Let's turn this into a reliable workflow. Goal: handle caching strategy reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Start by writing a...",232.10412147505423,2025-02-09,2,6,True,False,0.712,I'm getting a Python error: `NullPointerException`. Can you explain what it means and how to fix it?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,da34aac46ee8d6d44012043be92e33884c6b4920,249,True
INT003473,S01545,U00154,2025-04-08 16:55:42+00:00,train,web_app,data_analysis,GB,EMEA,free,individual,internal_policy_qa,openai,gpt-4.1,0.294,0.988,2048,418,759,1177,2148,0.4708,0.717,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,high,I'm stuck on this and need some guidance: I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type. Can you walk me through a good solution?,"Here's the clean way to approach it. Goal: handle safety flag rate reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. -...",547.9515828677839,2025-04-08,16,1,False,True,0.5507,I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,62646e5a7026d4f68ab1867a730451326aa3b664,225,True
INT003474,S00182,U00275,2025-03-27 00:32:14+00:00,train,web_app,brainstorming,EG,EMEA,pro,enterprise_team,code_assistant_secure,google,gemini-1.5-pro,0.411,0.823,256,926,256,1182,624,0.37824,0.752,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,low,I'm working on something and need help: Suggest a few content ideas for our next newsletter aimed at early-stage startups. Please explain step by step.,"Here's a clear, step-by-step answer. Goal: handle LLMOps dashboards reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. -...",1894.2307692307693,2025-03-27,0,3,False,False,3.6172,Suggest a few content ideas for our next newsletter aimed at early-stage startups.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,9886b059d7fa547dc6fd91d4a5c80abdb317022d,226,True
